index,true_label,candidate_labels,complementary_label
43889,23,"['dinosaur'; 'mouse']",mouse
43890,69,"['pickup_truck'; 'possum']",pickup_truck
43891,86,"['lizard'; 'tank']",lizard
43892,81,"['mushroom'; 'bottle']",mushroom
43893,72,"['palm_tree'; 'camel']",palm_tree
43894,55,"['skyscraper'; 'bicycle']",skyscraper
43895,48,"['bottle'; 'skunk']",skunk
43896,37,"['cloud'; 'lawn_mower']",lawn_mower
43897,4,"['fox'; 'palm_tree']",palm_tree
43898,87,"['bus'; 'man']",bus
43899,43,"['bottle'; 'willow_tree']",bottle
43900,80,"['flatfish'; 'lion']",lion
43901,89,"['bed'; 'bear']",bear
43902,27,"['oak_tree'; 'apple']",apple
43903,88,"['ray'; 'camel']",camel
43904,26,"['crab'; 'pear']",pear
43905,79,"['butterfly'; 'spider']",butterfly
43906,50,"['bed'; 'otter']",otter
43907,97,"['crocodile'; 'motorcycle']",crocodile
43908,40,"['bear'; 'tulip']",tulip
43909,32,"['couch'; 'skunk']",couch
43910,92,"['plain'; 'worm']",worm
43911,42,"['skyscraper'; 'cattle']",cattle
43912,72,"['palm_tree'; 'camel']",palm_tree
43913,40,"['bear'; 'tulip']",bear
43914,37,"['lawn_mower'; 'cloud']",lawn_mower
43915,88,"['camel'; 'ray']",ray
43916,12,"['beetle'; 'bear']",bear
43917,64,"['tractor'; 'shark']",tractor
43918,60,"['mushroom'; 'clock']",clock
43919,53,"['pine_tree'; 'orchid']",pine_tree
43920,15,"['snail'; 'rose']",rose
43921,6,"['castle'; 'beetle']",castle
43922,33,"['chimpanzee'; 'mushroom']",chimpanzee
43923,79,"['spider'; 'butterfly']",butterfly
43924,9,"['camel'; 'mouse']",camel
43925,90,"['road'; 'bus']",bus
43926,24,"['train'; 'lawn_mower']",train
43927,75,"['boy'; 'lizard']",lizard
43928,35,"['crocodile'; 'orchid']",crocodile
43929,12,"['bear'; 'beetle']",bear
43930,38,"['sunflower'; 'rose']",sunflower
43931,17,"['turtle'; 'crocodile']",turtle
43932,43,"['bottle'; 'willow_tree']",bottle
43933,28,"['wolf'; 'rabbit']",rabbit
43934,76,"['lizard'; 'kangaroo']",lizard
43935,71,"['fox'; 'lamp']",lamp
43936,78,"['poppy'; 'bus']",bus
43937,53,"['orchid'; 'pine_tree']",pine_tree
43938,86,"['tank'; 'lizard']",tank
43939,80,"['flatfish'; 'lion']",lion
43940,41,"['couch'; 'pine_tree']",pine_tree
43941,45,"['orange'; 'keyboard']",keyboard
43942,20,"['poppy'; 'forest']",poppy
43943,4,"['palm_tree'; 'fox']",palm_tree
43944,84,"['maple_tree'; 'pickup_truck']",maple_tree
43945,44,"['flatfish'; 'cloud']",cloud
43946,0,"['train'; 'flatfish']",train
43947,22,"['possum'; 'lizard']",possum
43948,86,"['tank'; 'lizard']",lizard
43949,73,"['shark'; 'chair']",chair
43950,66,"['pear'; 'kangaroo']",kangaroo
43951,13,"['bottle'; 'cup']",cup
43952,76,"['kangaroo'; 'lizard']",kangaroo
43953,15,"['snail'; 'rose']",rose
43954,25,"['tulip'; 'beaver']",tulip
43955,68,"['bridge'; 'sea']",sea
43956,77,"['pine_tree'; 'tulip']",pine_tree
43957,58,"['fox'; 'trout']",fox
43958,9,"['camel'; 'mouse']",camel
43959,35,"['crocodile'; 'orchid']",crocodile
43960,62,"['crocodile'; 'plain']",crocodile
43961,58,"['fox'; 'trout']",fox
43962,66,"['kangaroo'; 'pear']",kangaroo
43963,71,"['fox'; 'lamp']",lamp
43964,62,"['plain'; 'crocodile']",crocodile
43965,93,"['table'; 'lion']",lion
43966,5,"['apple'; 'bicycle']",bicycle
43967,33,"['mushroom'; 'chimpanzee']",chimpanzee
43968,40,"['tulip'; 'bear']",bear
43969,4,"['fox'; 'palm_tree']",palm_tree
43970,87,"['bus'; 'man']",man
43971,11,"['poppy'; 'boy']",poppy
43972,16,"['train'; 'oak_tree']",train
43973,78,"['bus'; 'poppy']",poppy
43974,4,"['fox'; 'palm_tree']",palm_tree
43975,94,"['lobster'; 'boy']",boy
43976,55,"['bicycle'; 'skyscraper']",skyscraper
43977,99,"['rose'; 'dinosaur']",rose
43978,36,"['clock'; 'woman']",woman
43979,47,"['tank'; 'raccoon']",raccoon
43980,9,"['mouse'; 'camel']",camel
43981,48,"['skunk'; 'bottle']",skunk
43982,60,"['clock'; 'mushroom']",mushroom
43983,36,"['clock'; 'woman']",woman
43984,50,"['bed'; 'otter']",otter
43985,78,"['poppy'; 'bus']",bus
43986,21,"['woman'; 'mouse']",mouse
43987,24,"['lawn_mower'; 'train']",lawn_mower
43988,32,"['skunk'; 'couch']",couch
43989,72,"['palm_tree'; 'camel']",palm_tree
43990,3,"['cup'; 'bed']",cup
43991,46,"['orange'; 'table']",table
43992,28,"['wolf'; 'rabbit']",wolf
43993,2,"['tractor'; 'worm']",worm
43994,0,"['flatfish'; 'train']",train
43995,61,"['whale'; 'woman']",whale
43996,55,"['bicycle'; 'skyscraper']",bicycle
43997,31,"['butterfly'; 'mountain']",butterfly
43998,36,"['clock'; 'woman']",clock
43999,98,"['pickup_truck'; 'pine_tree']",Pine tree
44000,48,"['bottle'; 'skunk']",skunk
44001,52,"['pear'; 'forest']",pear
44002,65,"['crab'; 'can']",crab
44003,25,"['tulip'; 'beaver']",tulip
44004,26,"['crab'; 'pear']",pear
44005,79,"['butterfly'; 'spider']",butterfly
44006,19,"['road'; 'motorcycle']",motorcycle
44007,30,"['raccoon'; 'orchid']",raccoon
44008,62,"['crocodile'; 'plain']",crocodile
44009,67,"['motorcycle'; 'man']",motorcycle
44010,15,"['rose'; 'snail']",snail
44011,50,"['otter'; 'bed']",bed
44012,97,"['motorcycle'; 'crocodile']",crocodile
44013,74,"['man'; 'lawn_mower']",man
44014,85,"['bus'; 'ray']",ray
44015,48,"['bottle'; 'skunk']",skunk
44016,94,"['boy'; 'lobster']",lobster
44017,75,"['lizard'; 'boy']",lizard
44018,15,"['snail'; 'rose']",snail
44019,37,"['cloud'; 'lawn_mower']",lawn_mower
44020,34,"['baby'; 'chimpanzee']",chimpanzee
44021,17,"['crocodile'; 'turtle']",crocodile
44022,61,"['whale'; 'woman']",whale
44023,50,"['bed'; 'otter']",otter
44024,75,"['lizard'; 'boy']",lizard
44025,66,"['kangaroo'; 'pear']",pear
44026,40,"['tulip'; 'bear']",bear
44027,58,"['fox'; 'trout']",fox
44028,15,"['rose'; 'snail']",rose
44029,46,"['orange'; 'table']",table
44030,82,"['flatfish'; 'motorcycle']",motorcycle
44031,79,"['spider'; 'butterfly']",butterfly
44032,7,"['lawn_mower'; 'raccoon']",lawn_mower
44033,92,"['plain'; 'worm']",worm
44034,32,"['skunk'; 'couch']",couch
44035,6,"['beetle'; 'castle']",castle
44036,12,"['bear'; 'beetle']",bear
44037,1,"['maple_tree'; 'caterpillar']",maple_tree
44038,42,"['cattle'; 'skyscraper']",skyscraper
44039,9,"['camel'; 'mouse']",camel
44040,19,"['road'; 'motorcycle']",motorcycle
44041,53,"['pine_tree'; 'orchid']",pine_tree
44042,72,"['camel'; 'palm_tree']",palm_tree
44043,89,"['bear'; 'bed']",bear
44044,72,"['camel'; 'palm_tree']",palm_tree
44045,95,"['oak_tree'; 'pear']",pear
44046,39,"['lawn_mower'; 'flatfish']",lawn_mower
44047,58,"['trout'; 'fox']",fox
44048,42,"['skyscraper'; 'cattle']",skyscraper
44049,73,"['chair'; 'shark']",chair
44050,88,"['camel'; 'ray']",ray
44051,2,"['tractor'; 'worm']",worm
44052,63,"['sweet_pepper'; 'lion']",lion
44053,87,"['bus'; 'man']",man
44054,92,"['worm'; 'plain']",worm
44055,53,"['orchid'; 'pine_tree']",pine_tree
44056,10,"['willow_tree'; 'squirrel']",squirrel
44057,53,"['pine_tree'; 'orchid']",pine_tree
44058,11,"['boy'; 'poppy']",poppy
44059,21,"['woman'; 'mouse']",mouse
44060,13,"['cup'; 'bottle']",cup
44061,18,"['bottle'; 'trout']",bottle
44062,47,"['tank'; 'raccoon']",raccoon
44063,50,"['otter'; 'bed']",bed
44064,85,"['bus'; 'ray']",ray
44065,5,"['apple'; 'bicycle']",apple
44066,63,"['sweet_pepper'; 'lion']",lion
44067,94,"['boy'; 'lobster']",lobster
44068,56,"['willow_tree'; 'snail']",snail
44069,14,"['ray'; 'oak_tree']",oak_tree
44070,2,"['tractor'; 'worm']",worm
44071,60,"['clock'; 'mushroom']",mushroom
44072,60,"['mushroom'; 'clock']",clock
44073,11,"['poppy'; 'boy']",poppy
44074,68,"['sea'; 'bridge']",sea
44075,0,"['flatfish'; 'train']",train
44076,90,"['bus'; 'road']",road
44077,0,"['flatfish'; 'train']",train
44078,64,"['shark'; 'tractor']",tractor
44079,54,"['keyboard'; 'beaver']",beaver
44080,7,"['raccoon'; 'lawn_mower']",lawn_mower
44081,62,"['plain'; 'crocodile']",crocodile
44082,29,"['girl'; 'sunflower']",sunflower
44083,77,"['tulip'; 'pine_tree']",pine_tree
44084,45,"['keyboard'; 'orange']",orange
44085,39,"['flatfish'; 'lawn_mower']",lawn_mower
44086,77,"['pine_tree'; 'tulip']",pine_tree
44087,79,"['butterfly'; 'spider']",butterfly
44088,91,"['camel'; 'mouse']",camel
44089,13,"['cup'; 'bottle']",cup
44090,49,"['raccoon'; 'beetle']",beetle
44091,86,"['tank'; 'lizard']",lizard
44092,47,"['tank'; 'raccoon']",raccoon
44093,71,"['fox'; 'lamp']",lamp
44094,67,"['man'; 'motorcycle']",motorcycle
44095,59,"['oak_tree'; 'mountain']",mountain
44096,7,"['lawn_mower'; 'raccoon']",raccoon
44097,38,"['rose'; 'sunflower']",rose
44098,5,"['bicycle'; 'apple']",apple
44099,88,"['camel'; 'ray']",camel
44100,26,"['pear'; 'crab']",pear
44101,94,"['lobster'; 'boy']",boy
44102,2,"['worm'; 'tractor']",tractor
44103,53,"['pine_tree'; 'orchid']",pine_tree
44104,4,"['palm_tree'; 'fox']",palm_tree
44105,64,"['tractor'; 'shark']",tractor
44106,60,"['clock'; 'mushroom']",mushroom
44107,68,"['bridge'; 'sea']",sea
44108,13,"['cup'; 'bottle']",cup
44109,79,"['spider'; 'butterfly']",butterfly
44110,91,"['mouse'; 'camel']",camel
44111,20,"['poppy'; 'forest']",forest
44112,82,"['flatfish'; 'motorcycle']",motorcycle
44113,86,"['tank'; 'lizard']",tank
44114,35,"['orchid'; 'crocodile']",crocodile
44115,70,"['cup'; 'road']",road
44116,29,"['sunflower'; 'girl']",sunflower
44117,24,"['lawn_mower'; 'train']",lawn_mower
44118,18,"['bottle'; 'trout']",trout
44119,99,"['rose'; 'dinosaur']",dinosaur
44120,37,"['lawn_mower'; 'cloud']",lawn_mower
44121,68,"['bridge'; 'sea']",sea
44122,66,"['pear'; 'kangaroo']",kangaroo
44123,63,"['sweet_pepper'; 'lion']",lion
44124,62,"['plain'; 'crocodile']",crocodile
44125,66,"['pear'; 'kangaroo']",pear
44126,70,"['road'; 'cup']",road
44127,27,"['oak_tree'; 'apple']",apple
44128,95,"['pear'; 'oak_tree']",Oak tree
44129,97,"['crocodile'; 'motorcycle']",crocodile
44130,16,"['train'; 'oak_tree']",train
44131,85,"['ray'; 'bus']",bus
44132,77,"['tulip'; 'pine_tree']",pine_tree
44133,66,"['pear'; 'kangaroo']",kangaroo
44134,51,"['mouse'; 'bicycle']",bicycle
44135,10,"['willow_tree'; 'squirrel']",squirrel
44136,72,"['palm_tree'; 'camel']",palm_tree
44137,38,"['rose'; 'sunflower']",rose
44138,51,"['mouse'; 'bicycle']",bicycle
44139,14,"['oak_tree'; 'ray']",oak_tree
44140,15,"['snail'; 'rose']",rose
44141,52,"['forest'; 'pear']",pear
44142,48,"['bottle'; 'skunk']",skunk
44143,85,"['ray'; 'bus']",bus
44144,61,"['whale'; 'woman']",whale
44145,94,"['lobster'; 'boy']",boy
44146,90,"['road'; 'bus']",bus
44147,56,"['willow_tree'; 'snail']",snail
44148,1,"['maple_tree'; 'caterpillar']",maple_tree
44149,97,"['crocodile'; 'motorcycle']",crocodile
44150,0,"['train'; 'flatfish']",train
44151,83,"['couch'; 'oak_tree']",couch
44152,35,"['orchid'; 'crocodile']",crocodile
44153,43,"['willow_tree'; 'bottle']",bottle
44154,51,"['bicycle'; 'mouse']",bicycle
44155,61,"['whale'; 'woman']",whale
44156,33,"['mushroom'; 'chimpanzee']",chimpanzee
44157,87,"['bus'; 'man']",man
44158,36,"['woman'; 'clock']",clock
44159,62,"['crocodile'; 'plain']",crocodile
44160,30,"['orchid'; 'raccoon']",orchid
44161,93,"['lion'; 'table']",table
44162,4,"['palm_tree'; 'fox']",palm_tree
44163,32,"['skunk'; 'couch']",couch
44164,52,"['forest'; 'pear']",pear
44165,10,"['squirrel'; 'willow_tree']",squirrel
44166,35,"['crocodile'; 'orchid']",crocodile
44167,94,"['lobster'; 'boy']",boy
44168,76,"['kangaroo'; 'lizard']",kangaroo
44169,92,"['worm'; 'plain']",worm
44170,52,"['pear'; 'forest']",pear
44171,10,"['willow_tree'; 'squirrel']",squirrel
44172,36,"['woman'; 'clock']",clock
44173,52,"['forest'; 'pear']",pear
44174,53,"['pine_tree'; 'orchid']",pine_tree
44175,58,"['trout'; 'fox']",fox
44176,4,"['palm_tree'; 'fox']",palm_tree
44177,20,"['poppy'; 'forest']",forest
44178,11,"['boy'; 'poppy']",poppy
44179,74,"['lawn_mower'; 'man']",man
44180,0,"['train'; 'flatfish']",train
44181,14,"['oak_tree'; 'ray']",oak_tree
44182,61,"['whale'; 'woman']",whale
44183,26,"['pear'; 'crab']",pear
44184,77,"['pine_tree'; 'tulip']",tulip
44185,5,"['apple'; 'bicycle']",bicycle
44186,46,"['table'; 'orange']",table
44187,31,"['butterfly'; 'mountain']",butterfly
44188,55,"['skyscraper'; 'bicycle']",skyscraper
44189,72,"['palm_tree'; 'camel']",palm_tree
44190,54,"['beaver'; 'keyboard']",beaver
44191,37,"['lawn_mower'; 'cloud']",lawn_mower
44192,96,"['sea'; 'woman']",woman
44193,51,"['mouse'; 'bicycle']",bicycle
44194,78,"['poppy'; 'bus']",poppy
44195,66,"['pear'; 'kangaroo']",kangaroo
44196,62,"['crocodile'; 'plain']",crocodile
44197,89,"['bear'; 'bed']",bear
44198,83,"['couch'; 'oak_tree']",couch
44199,78,"['bus'; 'poppy']",poppy
44200,4,"['palm_tree'; 'fox']",palm_tree
44201,21,"['woman'; 'mouse']",mouse
44202,2,"['tractor'; 'worm']",worm
44203,32,"['skunk'; 'couch']",couch
44204,17,"['turtle'; 'crocodile']",turtle
44205,95,"['pear'; 'oak_tree']",Oak tree
44206,72,"['camel'; 'palm_tree']",palm_tree
44207,79,"['butterfly'; 'spider']",butterfly
44208,92,"['worm'; 'plain']",worm
44209,20,"['poppy'; 'forest']",forest
44210,7,"['lawn_mower'; 'raccoon']",raccoon
44211,73,"['chair'; 'shark']",chair
44212,12,"['bear'; 'beetle']",bear
44213,82,"['flatfish'; 'motorcycle']",motorcycle
44214,47,"['tank'; 'raccoon']",raccoon
44215,46,"['table'; 'orange']",orange
44216,40,"['tulip'; 'bear']",bear
44217,54,"['beaver'; 'keyboard']",beaver
44218,11,"['boy'; 'poppy']",poppy
44219,30,"['raccoon'; 'orchid']",raccoon
44220,33,"['mushroom'; 'chimpanzee']",chimpanzee
44221,28,"['wolf'; 'rabbit']",wolf
44222,57,"['fox'; 'worm']",fox
44223,58,"['trout'; 'fox']",fox
44224,69,"['pickup_truck'; 'possum']",possum
44225,44,"['cloud'; 'flatfish']",cloud
44226,45,"['orange'; 'keyboard']",keyboard
44227,50,"['otter'; 'bed']",bed
44228,52,"['forest'; 'pear']",pear
44229,37,"['cloud'; 'lawn_mower']",lawn_mower
44230,71,"['lamp'; 'fox']",fox
44231,19,"['road'; 'motorcycle']",motorcycle
44232,31,"['butterfly'; 'mountain']",mountain
44233,21,"['mouse'; 'woman']",mouse
44234,42,"['skyscraper'; 'cattle']",skyscraper
44235,75,"['boy'; 'lizard']",lizard
44236,30,"['raccoon'; 'orchid']",orchid
44237,4,"['fox'; 'palm_tree']",palm_tree
44238,91,"['camel'; 'mouse']",camel
44239,11,"['boy'; 'poppy']",poppy
44240,96,"['sea'; 'woman']",woman
44241,77,"['tulip'; 'pine_tree']",tulip
44242,14,"['ray'; 'oak_tree']",oak_tree
44243,99,"['dinosaur'; 'rose']",dinosaur
44244,59,"['oak_tree'; 'mountain']",mountain
44245,11,"['boy'; 'poppy']",poppy
44246,47,"['tank'; 'raccoon']",raccoon
44247,81,"['mushroom'; 'bottle']",mushroom
44248,31,"['mountain'; 'butterfly']",mountain
44249,81,"['bottle'; 'mushroom']",mushroom
44250,54,"['beaver'; 'keyboard']",beaver
44251,47,"['tank'; 'raccoon']",raccoon
44252,90,"['bus'; 'road']",bus
44253,25,"['tulip'; 'beaver']",tulip
44254,95,"['pear'; 'oak_tree']",Oak tree
44255,33,"['mushroom'; 'chimpanzee']",chimpanzee
44256,47,"['raccoon'; 'tank']",tank
44257,31,"['butterfly'; 'mountain']",butterfly
44258,4,"['palm_tree'; 'fox']",palm_tree
44259,50,"['otter'; 'bed']",otter
44260,82,"['motorcycle'; 'flatfish']",motorcycle
44261,50,"['bed'; 'otter']",otter
44262,72,"['camel'; 'palm_tree']",palm_tree
44263,98,"['pine_tree'; 'pickup_truck']",pine_tree
44264,4,"['palm_tree'; 'fox']",palm_tree
44265,75,"['boy'; 'lizard']",boy
44266,39,"['lawn_mower'; 'flatfish']",lawn_mower
44267,62,"['plain'; 'crocodile']",crocodile
44268,75,"['lizard'; 'boy']",lizard
44269,11,"['poppy'; 'boy']",poppy
44270,51,"['bicycle'; 'mouse']",bicycle
44271,38,"['rose'; 'sunflower']",rose
44272,86,"['tank'; 'lizard']",lizard
44273,97,"['crocodile'; 'motorcycle']",crocodile
44274,18,"['bottle'; 'trout']",trout
44275,17,"['turtle'; 'crocodile']",turtle
44276,41,"['couch'; 'pine_tree']",pine_tree
44277,23,"['dinosaur'; 'mouse']",mouse
44278,98,"['pickup_truck'; 'pine_tree']",Pine tree
44279,96,"['woman'; 'sea']",sea
44280,37,"['cloud'; 'lawn_mower']",lawn_mower
44281,28,"['wolf'; 'rabbit']",wolf
44282,33,"['chimpanzee'; 'mushroom']",mushroom
44283,65,"['crab'; 'can']",crab
44284,38,"['sunflower'; 'rose']",rose
44285,39,"['lawn_mower'; 'flatfish']",lawn_mower
44286,88,"['camel'; 'ray']",camel
44287,68,"['bridge'; 'sea']",sea
44288,89,"['bed'; 'bear']",bear
44289,13,"['bottle'; 'cup']",bottle
44290,3,"['bed'; 'cup']",bed
44291,48,"['skunk'; 'bottle']",skunk
44292,23,"['mouse'; 'dinosaur']",dinosaur
44293,72,"['palm_tree'; 'camel']",palm_tree
44294,33,"['mushroom'; 'chimpanzee']",chimpanzee
44295,15,"['snail'; 'rose']",snail
44296,13,"['bottle'; 'cup']",cup
44297,44,"['flatfish'; 'cloud']",cloud
44298,22,"['possum'; 'lizard']",possum
44299,13,"['cup'; 'bottle']",cup
44300,48,"['bottle'; 'skunk']",skunk
44301,69,"['possum'; 'pickup_truck']",possum
44302,76,"['kangaroo'; 'lizard']",kangaroo
44303,15,"['rose'; 'snail']",rose
44304,99,"['dinosaur'; 'rose']",dinosaur
44305,60,"['mushroom'; 'clock']",clock
44306,95,"['oak_tree'; 'pear']",oak_tree
44307,18,"['bottle'; 'trout']",trout
44308,77,"['tulip'; 'pine_tree']",pine_tree
44309,82,"['motorcycle'; 'flatfish']",motorcycle
44310,94,"['boy'; 'lobster']",lobster
44311,91,"['camel'; 'mouse']",camel
44312,88,"['camel'; 'ray']",ray
44313,41,"['couch'; 'pine_tree']",Pine tree
44314,66,"['kangaroo'; 'pear']",pear
44315,39,"['flatfish'; 'lawn_mower']",lawn_mower
44316,21,"['woman'; 'mouse']",mouse
44317,87,"['bus'; 'man']",man
44318,46,"['table'; 'orange']",orange
44319,3,"['bed'; 'cup']",cup
44320,90,"['road'; 'bus']",bus
44321,29,"['sunflower'; 'girl']",sunflower
44322,15,"['snail'; 'rose']",rose
44323,46,"['orange'; 'table']",table
44324,19,"['motorcycle'; 'road']",motorcycle
44325,11,"['poppy'; 'boy']",poppy
44326,70,"['road'; 'cup']",cup
44327,0,"['train'; 'flatfish']",train
44328,30,"['raccoon'; 'orchid']",raccoon
44329,74,"['lawn_mower'; 'man']",lawn_mower
44330,55,"['bicycle'; 'skyscraper']",skyscraper
44331,63,"['sweet_pepper'; 'lion']",lion
44332,26,"['pear'; 'crab']",pear
44333,30,"['orchid'; 'raccoon']",orchid
44334,15,"['snail'; 'rose']",snail
44335,59,"['mountain'; 'oak_tree']",mountain
44336,51,"['bicycle'; 'mouse']",bicycle
44337,94,"['lobster'; 'boy']",boy
44338,45,"['keyboard'; 'orange']",keyboard
44339,87,"['man'; 'bus']",bus
44340,83,"['couch'; 'oak_tree']",couch
44341,47,"['raccoon'; 'tank']",raccoon
44342,75,"['boy'; 'lizard']",lizard
44343,69,"['possum'; 'pickup_truck']",possum
44344,71,"['lamp'; 'fox']",lamp
44345,88,"['ray'; 'camel']",camel
44346,2,"['worm'; 'tractor']",tractor
44347,78,"['poppy'; 'bus']",poppy
44348,45,"['keyboard'; 'orange']",orange
44349,85,"['bus'; 'ray']",ray
44350,79,"['butterfly'; 'spider']",butterfly
44351,48,"['bottle'; 'skunk']",skunk
44352,1,"['maple_tree'; 'caterpillar']",maple_tree
44353,28,"['wolf'; 'rabbit']",wolf
44354,69,"['possum'; 'pickup_truck']",possum
44355,1,"['caterpillar'; 'maple_tree']",caterpillar
44356,86,"['tank'; 'lizard']",lizard
44357,34,"['baby'; 'chimpanzee']",chimpanzee
44358,53,"['orchid'; 'pine_tree']",pine_tree
44359,5,"['bicycle'; 'apple']",apple
44360,54,"['keyboard'; 'beaver']",beaver
44361,55,"['bicycle'; 'skyscraper']",skyscraper
44362,19,"['road'; 'motorcycle']",road
44363,65,"['can'; 'crab']",crab
44364,0,"['train'; 'flatfish']",train
44365,84,"['pickup_truck'; 'maple_tree']",pickup_truck
44366,64,"['tractor'; 'shark']",tractor
44367,59,"['oak_tree'; 'mountain']",mountain
44368,18,"['bottle'; 'trout']",trout
44369,73,"['chair'; 'shark']",chair
44370,50,"['bed'; 'otter']",otter
44371,76,"['kangaroo'; 'lizard']",kangaroo
44372,14,"['oak_tree'; 'ray']",Oak tree
44373,26,"['crab'; 'pear']",pear
44374,41,"['pine_tree'; 'couch']",pine_tree
44375,28,"['rabbit'; 'wolf']",rabbit
44376,16,"['train'; 'oak_tree']",train
44377,45,"['keyboard'; 'orange']",orange
44378,91,"['camel'; 'mouse']",camel
44379,20,"['poppy'; 'forest']",poppy
44380,16,"['train'; 'oak_tree']",Oak tree
44381,5,"['bicycle'; 'apple']",bicycle
44382,88,"['camel'; 'ray']",ray
44383,71,"['fox'; 'lamp']",lamp
44384,80,"['flatfish'; 'lion']",lion
44385,51,"['mouse'; 'bicycle']",bicycle
44386,1,"['caterpillar'; 'maple_tree']",caterpillar
44387,88,"['camel'; 'ray']",ray
44388,43,"['willow_tree'; 'bottle']",bottle
44389,88,"['ray'; 'camel']",ray
44390,84,"['pickup_truck'; 'maple_tree']",maple_tree
44391,28,"['wolf'; 'rabbit']",wolf
44392,61,"['whale'; 'woman']",whale
44393,21,"['mouse'; 'woman']",woman
44394,64,"['shark'; 'tractor']",tractor
44395,63,"['lion'; 'sweet_pepper']",sweet_pepper
44396,5,"['bicycle'; 'apple']",apple
44397,3,"['bed'; 'cup']",cup
44398,98,"['pickup_truck'; 'pine_tree']",Pine tree
44399,40,"['tulip'; 'bear']",tulip
44400,95,"['pear'; 'oak_tree']",Oak tree
44401,30,"['raccoon'; 'orchid']",orchid
44402,68,"['bridge'; 'sea']",sea
44403,90,"['bus'; 'road']",bus
44404,44,"['cloud'; 'flatfish']",cloud
44405,28,"['rabbit'; 'wolf']",rabbit
44406,1,"['caterpillar'; 'maple_tree']",caterpillar
44407,29,"['girl'; 'sunflower']",girl
44408,20,"['poppy'; 'forest']",poppy
44409,46,"['orange'; 'table']",table
44410,14,"['ray'; 'oak_tree']",oak_tree
44411,89,"['bed'; 'bear']",bear
44412,60,"['mushroom'; 'clock']",clock
44413,4,"['palm_tree'; 'fox']",palm_tree
44414,76,"['kangaroo'; 'lizard']",kangaroo
44415,97,"['crocodile'; 'motorcycle']",crocodile
44416,56,"['snail'; 'willow_tree']",snail
44417,82,"['flatfish'; 'motorcycle']",motorcycle
44418,51,"['bicycle'; 'mouse']",bicycle
44419,91,"['mouse'; 'camel']",camel
44420,93,"['table'; 'lion']",lion
44421,6,"['beetle'; 'castle']",castle
44422,45,"['keyboard'; 'orange']",keyboard
44423,8,"['seal'; 'rose']",rose
44424,96,"['sea'; 'woman']",woman
44425,16,"['oak_tree'; 'train']",Oak tree
44426,6,"['castle'; 'beetle']",castle
44427,76,"['lizard'; 'kangaroo']",lizard
44428,53,"['orchid'; 'pine_tree']",pine_tree
44429,0,"['train'; 'flatfish']",train
44430,11,"['poppy'; 'boy']",poppy
44431,41,"['couch'; 'pine_tree']",Pine tree
44432,90,"['bus'; 'road']",bus
44433,22,"['lizard'; 'possum']",lizard
44434,1,"['maple_tree'; 'caterpillar']",maple_tree
44435,38,"['sunflower'; 'rose']",sunflower
44436,25,"['tulip'; 'beaver']",tulip
44437,7,"['lawn_mower'; 'raccoon']",lawn_mower
44438,68,"['sea'; 'bridge']",sea
44439,70,"['road'; 'cup']",cup
44440,77,"['pine_tree'; 'tulip']",pine_tree
44441,73,"['shark'; 'chair']",chair
44442,52,"['pear'; 'forest']",pear
44443,1,"['caterpillar'; 'maple_tree']",maple_tree
44444,96,"['woman'; 'sea']",woman
44445,7,"['raccoon'; 'lawn_mower']",raccoon
44446,90,"['road'; 'bus']",bus
44447,84,"['pickup_truck'; 'maple_tree']",pickup_truck
44448,84,"['pickup_truck'; 'maple_tree']",maple_tree
44449,35,"['crocodile'; 'orchid']",crocodile
44450,0,"['train'; 'flatfish']",train
44451,36,"['clock'; 'woman']",woman
44452,93,"['lion'; 'table']",lion
44453,39,"['flatfish'; 'lawn_mower']",lawn_mower
44454,80,"['lion'; 'flatfish']",lion
44455,20,"['forest'; 'poppy']",forest
44456,25,"['beaver'; 'tulip']",tulip
44457,83,"['couch'; 'oak_tree']",couch
44458,68,"['sea'; 'bridge']",sea
44459,65,"['crab'; 'can']",crab
44460,86,"['lizard'; 'tank']",tank
44461,1,"['caterpillar'; 'maple_tree']",caterpillar
44462,13,"['bottle'; 'cup']",bottle
44463,55,"['bicycle'; 'skyscraper']",skyscraper
44464,48,"['bottle'; 'skunk']",skunk
44465,89,"['bed'; 'bear']",bear
44466,37,"['lawn_mower'; 'cloud']",lawn_mower
44467,30,"['orchid'; 'raccoon']",orchid
44468,48,"['skunk'; 'bottle']",skunk
44469,67,"['man'; 'motorcycle']",motorcycle
44470,55,"['bicycle'; 'skyscraper']",skyscraper
44471,40,"['tulip'; 'bear']",bear
44472,22,"['lizard'; 'possum']",lizard
44473,97,"['crocodile'; 'motorcycle']",crocodile
44474,25,"['tulip'; 'beaver']",beaver
44475,19,"['road'; 'motorcycle']",motorcycle
44476,50,"['otter'; 'bed']",bed
44477,6,"['beetle'; 'castle']",castle
44478,55,"['bicycle'; 'skyscraper']",skyscraper
44479,74,"['lawn_mower'; 'man']",lawn_mower
44480,85,"['bus'; 'ray']",ray
44481,17,"['crocodile'; 'turtle']",crocodile
44482,94,"['lobster'; 'boy']",boy
44483,14,"['ray'; 'oak_tree']",oak_tree
44484,51,"['bicycle'; 'mouse']",bicycle
44485,44,"['cloud'; 'flatfish']",cloud
44486,88,"['ray'; 'camel']",camel
44487,27,"['oak_tree'; 'apple']",apple
